Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,PU,Duration,% Reune,Indexador,Data
BRMLA1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2031,"DI + 0,63%",0.8058,0.5306,0.643,0.0534,1023.043725,1081.27,0.4,DI +,2024-11-13
BRMLB1,BR MALLS PARTICIPAÇÕES S/A (*),20/08/2034,"DI + 0,95%",1.052,0.8255,0.9411,0.0479,1024.790341,1310.8,0.45,DI +,2024-11-13
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",05/05/2025,"DI + 1,05%",--,--,0.754,0.116,10045.100953,114,,DI +,2024-11-13
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",11/10/2028,"DI + 1,05%",0.7553,0.5171,0.637,0.0047,1021.854881,699.43,0.05,DI +,2024-11-13
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",28/05/2029,"DI + 0,62%",0.5887,0.4912,0.5493,0.0279,1053.798647,689.14,0.35,DI +,2024-11-13
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),30/12/2028,"DI + 4,5%",3.6,3.1,3.3664,0.0627,1045.989328,613.46,,DI +,2024-11-13
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),15/06/2025,"DI + 3,5%",3.5295,3.1562,3.3401,0.0129,1059.579909,135.82,0.5,DI +,2024-11-13
BVPL11,BORRACHAS VIPAL S.A. (*),16/09/2028,"DI + 4,5%",3.3252,2.9,3.1133,0.0189,984.881187,400.88,,DI +,2024-11-13
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),15/03/2026,"DI + 2,1%",1.6051,1.2001,1.4007,0.0632,769.566967,197.38,0.45,DI +,2024-11-13
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2029,"DI + 2,2%",2.0022,1.6142,1.8565,0.0683,1055.694163,727.61,,DI +,2024-11-13
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2031,"DI + 2,5%",2.2035,1.8122,2.0311,0.0442,1065.232053,971.77,,DI +,2024-11-13
CAML19,CAMIL ALIMENTOS S/A,30/09/2025,"DI + 2,7%",0.8593,0.4763,0.6231,0.0871,516.977464,210.78,,DI +,2024-11-13
CAMLA1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.2264,0.9201,1.0594,0.0089,1018.441521,707.1,,DI +,2024-11-13
CAMLB1,CAMIL ALIMENTOS S/A,30/10/2028,"DI + 1,55%",1.3279,1.0189,1.1729,0.0189,1015.239563,706.79,,DI +,2024-11-13
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),14/09/2026,"DI + 5,75%",1.225,0.6661,0.9855,0.2789,5326.340692,218.01,0.35,DI +,2024-11-13
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2028,"DI + 5,5%",2.7237,1.6779,2.2285,0.419,1077.279455,500.89,0.4,DI +,2024-11-13
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),15/07/2027,DI + 2%,0.9356,0.6037,0.7831,0.0749,1060.106681,326.69,,DI +,2024-11-13
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),10/05/2026,"DI + 1,7%",4.1011,3.7129,3.9338,0.1068,981.153871,231.3,0.5,DI +,2024-11-13
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),10/05/2028,"DI + 1,95%",4.4371,3.6761,4.0742,0.1912,951.242575,620.86,0.5,DI +,2024-11-13
CCROA7,CCR S/A (*),12/07/2029,"DI + 0,75%",--,--,0.749,0.0089,1037.449597,717.11,,DI +,2024-11-13
CDAR11,UNIDAS LOCADORA S.A. (*) (**),27/09/2027,DI + 2%,2.192,1.7419,1.9934,0.0647,1016.177968,510.16,0.45,DI +,2024-11-13
CEAB11,C E A MODAS S.A.,20/05/2025,"DI + 2,15%",0.65,0.1792,0.4806,0.116,535.302386,117.71,,DI +,2024-11-13
CEAB12,C E A MODAS S.A.,13/11/2025,"DI + 2,1%",1.5562,1.2652,1.4346,0.0508,1006.317857,242.74,,DI +,2024-11-13
CEAB13,C E A MODAS S.A. (*),15/07/2027,"DI + 1,8%",1.8603,1.6,1.7281,0.0399,1036.939232,556.07,,DI +,2024-11-13
CEAB22,C E A MODAS S.A.,13/05/2028,"DI + 2,4%",1.7968,1.119,1.4883,0.1736,1015.387626,431.56,,DI +,2024-11-13
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/10/2026,"DI + 1,34%",0.6,0.2,0.4301,0.0415,1025.457481,433.96,,DI +,2024-11-13
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),15/08/2028,"DI + 1,95%",1.5129,1.274,1.4039,0.0289,1047.138402,733.22,,DI +,2024-11-13
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2028,"DI + 1,18%",0.8367,0.6,0.7204,0.0223,1073.305521,757.61,,DI +,2024-11-13
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2029,"DI + 0,95%",0.85,0.4151,0.6444,0.033,1058.699907,845.78,,DI +,2024-11-13
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2028,"DI + 1,49%",0.95,0.2975,0.6913,0.0906,1032.106413,698.48,,DI +,2024-11-13
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),10/06/2031,"DI + 1,1%",0.8987,0.4,0.677,0.0483,1066.680473,1026.55,,DI +,2024-11-13
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),15/08/2026,"DI + 1,45%",0.9481,0.8,0.8684,0.0286,518.197234,286.93,,DI +,2024-11-13
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),11/12/2029,"DI + 1,65%",1.0514,0.863,0.9712,0.0444,1074.053074,762.59,,DI +,2024-11-13
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),05/08/2030,"DI + 1,05%",1.0398,0.7997,0.923,0.0541,1034.893329,874.07,,DI +,2024-11-13
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),20/01/2026,"DI + 1,5%",1.225,1,1.1115,0.0188,148.678454,273.65,,DI +,2024-11-13
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),15/05/2028,"DI + 1,4%",0.951,0.6975,0.8295,0.0522,1.072046,509.43,,DI +,2024-11-13
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),10/06/2029,"DI + 1,05%",0.7018,0.2664,0.5258,0.0426,1065.38395,693.86,,DI +,2024-11-13
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2026,"DI + 1,39%",1.0609,0.7722,0.9252,0.0871,1017.714751,433.6,,DI +,2024-11-13
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2028,"DI + 1,18%",1.0013,0.8,0.9165,0.079,1067.051229,756.7,,DI +,2024-11-13
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),18/03/2029,"DI + 1,18%",0.958,0.688,0.7975,0.0314,1031.00298,835.47,,DI +,2024-11-13
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),15/10/2028,"DI + 1,54%",1.1487,0.8453,1.0315,0.0926,1023.936032,697.18,,DI +,2024-11-13
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2029,"DI + 1,68%",1.6334,1.2956,1.4607,0.0319,1016.636537,771.46,,DI +,2024-11-13
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,15/04/2029,"DI + 0,85%",0.85,0.6438,0.7635,0.0534,1012.200819,856.73,,DI +,2024-11-13
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),15/09/2028,"DI + 2,5%",1.0167,0.8,0.9201,0.0573,1052.462102,490.81,,DI +,2024-11-13
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/03/2029,"DI + 0,8%",--,--,0.8159,0.0267,1017.873397,837.56,,DI +,2024-11-13
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),15/10/2029,DI + 2%,1.7344,1.2902,1.5273,0.0629,814.548163,611.34,,DI +,2024-11-13
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),06/12/2024,"DI + 2,35%",2.5463,2.0203,2.2231,0.0661,1057.346457,15,,DI +,2024-11-13
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2029,"DI + 1,65%",1.0444,0.5985,0.8043,0.0551,1.035984,770.77,,DI +,2024-11-13
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),20/03/2030,"DI + 1,05%",1.0233,0.5871,0.7876,0.114,1025.816756,832.45,,DI +,2024-11-13
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),05/08/2030,DI + 1%,1.0716,0.8076,0.9563,0.0487,1031.801588,874.42,,DI +,2024-11-13
CGOS18,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/09/2030,DI + 1%,1.1,0.7956,0.9455,0.0283,1013.570545,905.73,0.45,DI +,2024-11-13
CHSF14,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/09/2031,"DI + 0,85%",1.1002,0.7357,0.8835,0.023,1010.356796,1151.59,,DI +,2024-11-13
CIEL16,CIELO S/A,20/09/2025,"DI + 1,2%",0.4598,0.2937,0.4006,0.0245,1023.883346,205.65,0.35,DI +,2024-11-13
CIME12,CIMED INDUSTRIA S.A (*) (**),25/05/2027,"DI + 1,8%",1.6,1.1,1.3757,0.0526,1063.851769,326.23,,DI +,2024-11-13
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),15/04/2026,"DI + 2,6%",1.3065,0.7514,1.1057,0.4862,427.165705,165.27,,DI +,2024-11-13
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),15/11/2028,"DI + 1,65%",0.9531,0.6862,0.8376,0.0805,1081.495317,594.71,0.4,DI +,2024-11-13
CLCD17,CELESC DISTRIBUIÇÃO S/A (*),15/07/2031,"DI + 0,95%",0.9895,0.6162,0.8269,0.0595,1038.355811,1024.26,,DI +,2024-11-13
CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),10/10/2031,"DI + 3,5%",2.0371,1.6153,1.8183,0.0897,1048.956375,854.45,,DI +,2024-11-13
CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/06/2027,"DI + 1,35%",0.9155,0.2446,0.5979,0.0712,1066.068337,536.84,,DI +,2024-11-13
CMGD19,CEMIG DISTRIBUIÇÃO S/A (*) (**),15/05/2026,"DI + 2,05%",1.5535,1.3022,1.4295,0.0306,1069.110479,222.05,,DI +,2024-11-13
CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2029,"DI + 0,8%",0.754,0.4822,0.6095,0.0669,1033.707177,743.48,,DI +,2024-11-13
CMGDA1,CEMIG DISTRIBUIÇÃO S/A (*),15/09/2031,"DI + 0,55%",0.7,0.5,0.6176,0.0412,1011.166776,1101.09,,DI +,2024-11-13
CMPH14,CM HOSPITALAR S.A.,05/11/2028,"DI + 1,7%",22.0948,15.3875,16.4395,1.9711,765.064194,483.78,,DI +,2024-11-13
CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2027,"DI + 1,33%",0.658,0.4154,0.5316,0.0381,1063.822177,441.26,,DI +,2024-11-13
COCE19,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),10/01/2026,"DI + 1,48%",1.1632,0.8758,1.0242,0.0333,1046.848866,267.61,,DI +,2024-11-13
COGNA2,COGNA EDUCACAO S.A (*),15/05/2027,"DI + 1,35%",1.3294,0.953,1.1542,0.0746,1060.551286,518.17,,DI +,2024-11-13
COGNB2,COGNA EDUCACAO S.A (*),15/05/2029,"DI + 1,6%",1.5717,1.2485,1.4236,0.0994,1063.069436,747.86,,DI +,2024-11-13
COMR13,COMERC PARTICIPACOES S.A. (*) (**),10/05/2026,"DI + 3,2%",2.2568,1.8568,2.0866,0.0541,1016.020614,344.03,,DI +,2024-11-13
COMR16,COMERC PARTICIPACOES S.A. (*),15/04/2027,"DI + 2,2%",1.7183,1.3543,1.5749,0.0685,1082.449468,500.38,0.5,DI +,2024-11-13
CPFPA4,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),25/05/2029,"DI + 1,47%",0.9157,0.7939,0.8208,0.0132,1077.003553,757.26,,DI +,2024-11-13
CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),05/06/2028,"DI + 0,57%",0.7878,0.4554,0.6145,0.011,900.25582,386.14,,DI +,2024-11-13
CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),15/10/2026,"DI + 1,38%",0.9239,0.7462,0.8333,0.0247,1016.826691,328.25,,DI +,2024-11-13
CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2030,"DI + 1,4%",0.9527,0.4838,0.726,0.0636,1064.024687,859.12,,DI +,2024-11-13
CPLD16,COPEL DISTRIBUICAO S/A (*) (**),15/06/2026,"DI + 1,75%",1.7479,1.3001,1.5235,0.011,1053.321118,243.15,0.35,DI +,2024-11-13
CPLD17,COPEL DISTRIBUICAO S/A (*) (**),15/05/2025,"DI + 1,21%",0.8371,0.2692,0.5637,0.0581,531.001175,115.23,,DI +,2024-11-13
CPLD19,COPEL DISTRIBUICAO S/A (*),15/05/2031,"DI + 0,6%",0.7561,0.5886,0.6663,0.037,1046.41658,961.73,0.35,DI +,2024-11-13
CPLD27,COPEL DISTRIBUICAO S/A (*),15/05/2027,"DI + 1,36%",0.7667,0.5071,0.6407,0.0316,1072.471476,424.39,,DI +,2024-11-13
CPLD28,COPEL DISTRIBUICAO S/A (*),15/06/2027,DI + 2%,1.3255,0.9951,1.1471,0.0548,1067.704772,440.84,,DI +,2024-11-13
CPLD38,COPEL DISTRIBUICAO S/A (*),15/06/2028,"DI + 2,25%",1.3077,0.8341,1.0808,0.0229,1086.95372,692.24,,DI +,2024-11-13
CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),15/07/2031,"DI + 1,7%",1.026,0.7485,0.9114,0.1036,854.238683,704.09,,DI +,2024-11-13
CRFB16,ATACADAO S.A. (*) (**),12/01/2026,"DI + 1,2%",1,0.6787,0.802,0.008,1045.201185,268.08,,DI +,2024-11-13
CRFB26,ATACADAO S.A. (*) (**),11/01/2027,"DI + 1,35%",1.1502,0.8273,0.9509,0.004,1048.977686,464.44,,DI +,2024-11-13
CRNP11,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. (*) (**),30/09/2025,"DI + 2,5%",2,1.155,1.4844,0.0581,1019.097667,211.45,,DI +,2024-11-13
CSAN13,COSAN S.A. (*) (**),15/08/2028,"DI + 1,65%",1.1791,0.8964,1.0337,0.0203,1046.585587,656.7,,DI +,2024-11-13
CSAN14,COSAN S.A. (*),05/05/2028,"DI + 1,5%",1.0266,0.8546,0.9346,0.0198,1018.793669,712.73,,DI +,2024-11-13
CSAN15,COSAN S.A. (*),20/04/2028,"DI + 2,4%",1.5053,1.389,1.4337,0.0142,1035.254249,696.19,0.4,DI +,2024-11-13
CSAN16,COSAN S.A. (*),20/06/2028,"DI + 2,4%",1.7228,1.4727,1.6236,0.109,1074.525482,691.27,0.35,DI +,2024-11-13
CSAN18,COSAN S.A. (*),21/01/2031,"DI + 1,8%",1.4132,1.1696,1.2965,0.0483,1059.301723,977.75,,DI +,2024-11-13
CSAN23,COSAN S.A. (*),15/08/2031,DI + 2%,1.4418,1.1918,1.3144,0.0502,1058.579396,988.1,,DI +,2024-11-13
CSAN24,COSAN S.A. (*),05/05/2032,"DI + 1,9%",1.4957,1.2344,1.3623,0.0569,1026.190666,1095.25,,DI +,2024-11-13
CSANA0,COSAN S.A. (*),28/06/2029,DI + 1%,0.998,0.7985,0.8904,0.0471,1047.222166,783.11,,DI +,2024-11-13
CSANB0,COSAN S.A. (*),28/06/2034,"DI + 1,5%",1.6134,1.3188,1.4638,0.0632,1047.55343,1249.94,0.45,DI +,2024-11-13
CSMGA5,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),16/12/2025,"DI + 1,75%",0.852,0.6469,0.7892,0.0909,394.355022,138.37,,DI +,2024-11-13
CSMGA7,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),16/12/2029,"DI + 1,3%",0.7813,0.5788,0.6887,0.0264,1034.377028,614.81,,DI +,2024-11-13
CSMGA8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"DI + 1,2%",--,--,1.0619,0.0937,1023.12858,732.15,0.35,DI +,2024-11-13
CSMGA9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"DI + 0,9%",0.85,0.5287,0.7127,0.0857,1017.012601,1034.61,0.35,DI +,2024-11-13
CSMGB6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2026,"DI + 1,3%",0.7557,0.4889,0.6147,0.087,630.951834,219.93,,DI +,2024-11-13
CSNAA1,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),10/11/2028,"DI + 1,65%",3.4371,3.0344,3.23,0.0246,958.440146,707.11,,DI +,2024-11-13
CSNAA2,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),20/12/2027,"DI + 2,5%",3.4763,3.0726,3.2652,0.0591,1036.503079,527.55,,DI +,2024-11-13
CSRNA2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2031,"DI + 0,96%",--,--,1.0211,0.0227,1016.165673,1027.56,,DI +,2024-11-13
CTEE19,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/11/2028,"DI + 2,83%",0.5801,0.35,0.4678,0.0295,1126.537258,587.28,0.35,DI +,2024-11-13
CTEEA2,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/04/2029,"DI + 1,55%",0.7439,0.2018,0.4982,0.0855,1039.119686,693.71,,DI +,2024-11-13
CTNS19,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),15/02/2025,"DI + 1,4%",0.8584,0.5568,0.722,0.0469,1031.262937,64,,DI +,2024-11-13
CTNS25,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*) (**),10/06/2026,"DI + 1,15%",1.1902,0.9107,1.0543,0.0745,1052.095791,347.93,,DI +,2024-11-13
CVCB14,CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A. (*),30/10/2028,"DI + 4,5%",6.2085,4.5743,5.3535,0.1098,0.777375,558.16,,DI +,2024-11-13
DASAA2,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),25/11/2024,"DI + 1,2%",--,--,4.8178,2.7418,527.120082,6,,DI +,2024-11-13
DASAA4,DIAGNÓSTICOS DA AMÉRICA S/A (*),20/10/2025,"DI + 2,1%",3.7345,3.1098,3.5632,0.2536,497.805041,224.89,,DI +,2024-11-13
DASAA5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2026,"DI + 1,6%",4.7711,3.7791,4.2068,0.1054,960.986556,442.17,,DI +,2024-11-13
DASAA6,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/04/2027,"DI + 1,6%",4.9487,3.9859,4.4523,0.0046,961.504273,428.55,,DI +,2024-11-13
DASAA8,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 1,6%",5.0612,4.1869,4.7453,1.2324,935.615184,613.45,,DI +,2024-11-13
DASAB4,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),20/10/2027,"DI + 2,4%",5.025,2.4887,3.8719,0.5122,979.153502,521.05,,DI +,2024-11-13
DASAB5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2028,"DI + 1,7%",5.0541,4.2036,4.6289,0.0618,920.415953,772.99,,DI +,2024-11-13
DASAC5,DIAGNÓSTICOS DA AMÉRICA S/A (*),30/10/2031,"DI + 2,05%",5.28,4.4733,4.8385,0.0698,891.65258,1097.83,,DI +,2024-11-13
DESK13,DESKTOP S/A (*) (**),17/11/2028,"DI + 2,6%",1.538,1.2,1.3846,0.0353,1085.52733,401.13,,DI +,2024-11-13
DESK15,DESKTOP S/A (*) (**),27/11/2028,"DI + 2,3%",1.6062,1.2052,1.4143,0.0579,1084.41534,546.56,,DI +,2024-11-13
DESK16,DESKTOP S/A (*),17/06/2030,"DI + 1,6%",1.75,1.35,1.55,0,1042.576464,837.25,,DI +,2024-11-13
EBAS12,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),20/09/2028,"DI + 2,94%",2.1979,1.8022,2.0018,0.0045,1026.766166,484.45,,DI +,2024-11-13
EBENA2,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/07/2026,"DI + 1,25%",0.603,0.179,0.4117,0.0468,697.70691,268.56,,DI +,2024-11-13
EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/12/2026,"DI + 1,38%",0.7797,0.6593,0.712,0.0105,1054.764887,244.74,,DI +,2024-11-13
EBENA4,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),25/05/2027,"DI + 1,2%",0.7003,0.5975,0.6534,0.0121,1062.590272,328.64,,DI +,2024-11-13
EBENA5,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),15/09/2028,"DI + 1,25%",0.6785,0.4925,0.5812,0.0455,1035.141401,592.37,,DI +,2024-11-13
EBENA7,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),20/06/2028,"DI + 0,68%",0.7,0.236,0.4978,0.0872,1047.567978,628.74,,DI +,2024-11-13
ECOS15,EMPRESA CONCESSINÁRIA DE RODOVIAS DO SUL S.A. - ECOSUL (*) (**),15/05/2025,"DI + 2,2%",--,--,1.9746,0.025,1065.323688,122,,DI +,2024-11-13
ECOV15,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*) (**),28/03/2025,DI + 2%,1.3834,0.7174,1.0735,0.1264,1018.908963,91,,DI +,2024-11-13
ECRD13,ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A. (*) (**),11/03/2025,"DI + 0,4%",0.55,0.35,0.4511,0.0033,1062.29752,78,,DI +,2024-11-13
EDVP18,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,22/08/2027,"DI + 1,6%",--,--,1.0308,0.1115,1038.949969,489.64,,DI +,2024-11-13
EEEL19,CPFL TRANSMISSAO S.A (*) (**),12/12/2026,"DI + 1,2%",--,--,0.6198,0.0185,1060.8041,447.74,,DI +,2024-11-13
EEEL28,CPFL TRANSMISSAO S.A (*),25/05/2029,"DI + 1,47%",1.0084,0.7975,0.8999,0.027,1074.469027,756.87,,DI +,2024-11-13
EESG13,ENVIRONMENTAL ESG PARTICIPACOES S.A. (*) (**),25/06/2029,"DI + 2,75%",3.2526,2.5699,2.9001,0.0004,1047.082006,680.13,,DI +,2024-11-13
EGIED1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2028,DI + 1%,--,--,0.7039,0.1268,1066.205161,682.23,,DI +,2024-11-13
EKTR19,ELEKTRO REDES S.A. (*) (**),10/05/2026,"DI + 1,6%",1.0008,0.381,0.6837,0.1701,1009.383713,233.22,,DI +,2024-11-13
EKTR29,ELEKTRO REDES S.A. (*) (**),10/05/2028,"DI + 1,79%",1.2713,0.6953,0.9826,0.1305,1021.011648,627.79,,DI +,2024-11-13
EKTRA0,ELEKTRO REDES S.A. (*) (**),15/10/2026,"DI + 1,29%",0.95,0.5408,0.7572,0.0855,1018.827804,433.94,,DI +,2024-11-13
EKTRA1,ELEKTRO REDES S.A. (*) (**),15/07/2027,"DI + 1,28%",0.85,0.427,0.6443,0.0636,1054.314452,557.59,,DI +,2024-11-13
EKTRA3,ELEKTRO REDES S.A. (*),15/04/2031,"DI + 0,98%",0.9609,0.6802,0.8311,0.0717,1015.570815,1048.1,,DI +,2024-11-13
EKTRB0,ELEKTRO REDES S.A. (*),15/10/2028,"DI + 1,44%",0.8491,0.45,0.6625,0.0613,1031.488123,698.9,,DI +,2024-11-13
ELET13,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2026,"DI + 1,8%",0.5114,0.2267,0.363,0.0676,1029.03474,330.34,,DI +,2024-11-13
ELET15,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2029,"DI + 0,85%",0.7908,0.3881,0.6162,0.0553,1017.249595,857.42,,DI +,2024-11-13
ELET24,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2028,"DI + 1,55%",1.0949,0.7245,0.8099,0.1309,1039.90968,678.29,,DI +,2024-11-13
ELET25,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2031,DI + 1%,0.9,0.5385,0.7338,0.0647,1021.144947,1108.28,,DI +,2024-11-13
ELET32,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*) (**),25/04/2026,"DI + 1,2%",0.9719,0.6,0.7811,0.0129,1064.444904,320.68,,DI +,2024-11-13
ELFA12,ELFA MEDICAMENTOS SA (*),13/12/2028,"DI + 2,8%",31.0812,18.1442,26.62,2.9247,661.780382,482.59,,DI +,2024-11-13
ELPLA4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*) (**),15/05/2025,"DI + 0,8%",0.8664,0.5135,0.6839,0.0777,528.628031,115.46,,DI +,2024-11-13
ELTN16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/09/2031,"DI + 0,85%",1.1,0.7542,0.9613,0.0468,1006.805424,1150.5,0.5,DI +,2024-11-13
ENAT21,ENAUTA PARTICIPACOES S.A. (*),15/12/2027,"DI + 4,25%",2.059,1.8101,1.9944,0.0563,1110.574224,518.06,0.35,DI +,2024-11-13
ENERC3,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,04/09/2029,"DI + 0,8%",0.9062,0.6,0.7697,0.0358,1020.803858,903.59,,DI +,2024-11-13
ENEV38,ENEVA S.A. (*),15/07/2029,"DI + 1,7%",0.9011,0.6485,0.7696,0.0452,1071.479081,787.65,,DI +,2024-11-13
ENEV48,ENEVA S.A. (*),15/07/2032,DI + 2%,1.011,0.75,0.8872,0.0369,1092.140175,1081.39,0.35,DI +,2024-11-13
ENEVC0,ENEVA S.A. (*),15/04/2029,DI + 1%,0.8739,0.5897,0.698,0.0815,1019.682641,855.46,,DI +,2024-11-13
ENEVD0,ENEVA S.A. (*),15/04/2031,"DI + 1,15%",0.9466,0.659,0.7803,0.1259,1024.93758,1046.13,,DI +,2024-11-13
